# downsampled from the solver's force-coefficient history
# iteration	Cl	Cd
1	2.339041848	0.8924208377
51	0.6628657849	0.03739792218
101	1.008159821	0.02382913073
151	1.039367457	0.01763987774
201	1.058992981	0.01636125256
251	1.054988152	0.01631020178
301	1.05322549	0.01620508461
351	1.051211228	0.01619352104
401	1.049694743	0.01618918838
451	1.048532979	0.01618063202
501	1.047666026	0.01618041366
551	1.047050482	0.01618363383
601	1.046626771	0.01618048643
651	1.046329277	0.01618138458
701	1.046129492	0.01618309789
751	1.045981389	0.01618101212
801	1.045878478	0.01618039855
851	1.04580884	0.0161831705
901	1.045750729	0.0161794602
951	1.045711844	0.01617976887
1001	1.045691751	0.01618256709
1051	1.045668424	0.0161779388
1101	1.045654439	0.01618010429
1151	1.045643317	0.01618173059
1201	1.045635701	0.01617688929
1251	1.045626507	0.01617812669
1301	1.045628462	0.01618089086
1351	1.045622419	0.01617718013
1401	1.045620163	0.01617873801
1451	1.045620286	0.01618083837
1501	1.045619292	0.01617840302
1551	1.0456187	0.01617985099
1601	1.045622635	0.01618210805
1651	1.045615826	0.01617693354
1701	1.045616066	0.01617922178
1751	1.045620211	0.01618168884
1801	1.045618788	0.0161787533
1851	1.045615481	0.01618053667
1901	1.045621077	0.01618241707
1951	1.045614394	0.01617705796
2001	1.045615434	0.0161792256
2051	1.045622352	0.01618132887
2101	1.045619519	0.01617955562
2151	1.045611339	0.01617940505
2201	1.045618259	0.01618048333
2251	1.045615348	0.01617972995
2301	1.045609477	0.01617924107
2351	1.045618111	0.01618232916
2401	1.045614727	0.01617856998
2451	1.045612461	0.01617918079
2501	1.045620539	0.01618404532
2551	1.045613099	0.01617774035
2601	1.045613414	0.01618155417
2651	1.045617216	0.01618206354
2701	1.0456154	0.01617910296
2751	1.045613303	0.01618062736
2801	1.045615248	0.01618121385
2851	1.045612962	0.01617824931
2901	1.045612834	0.01618032195
2951	1.045613835	0.0161824089
3001	1.045610105	0.01617775082
3051	1.045608307	0.01617972964
3101	1.045617132	0.01618273534
3151	1.045612779	0.01617836406
3201	1.045613809	0.01618042165
3251	1.045616991	0.01618201933
3301	1.04561508	0.01617967611
3351	1.045613353	0.01618062154
3401	1.045615909	0.01618098937
3451	1.045611308	0.0161774431
3501	1.045610016	0.01617923522
3551	1.045615624	0.016181874
3601	1.045611617	0.01617797401
3651	1.045612611	0.01618033035
3701	1.045614139	0.01618200759
3751	1.045610934	0.01617783211
3801	1.045612195	0.01617928166
3851	1.045618593	0.01618357015
3901	1.045611134	0.01617742964
3951	1.045609625	0.01617973099
4000	1.045622528	0.01619222261
