# downsampled from the solver's force-coefficient history
# iteration	Cl	Cd
1	4.691004548	1.771032573
51	1.149253077	0.1238566814
101	0.03575894874	-0.01092882056
151	0.7323779305	0.05735400231
201	0.8520428886	0.0189610891
251	0.9421245256	0.0216386684
301	1.026388901	0.01403622179
351	1.075790987	0.01273472176
401	1.096749235	0.01091228535
451	1.103464587	0.0100459234
501	1.105977976	0.009679082051
551	1.106786893	0.00954518588
601	1.106783664	0.009486263753
651	1.106569428	0.009453020167
701	1.1063409	0.009440578028
751	1.106126498	0.00943197631
801	1.105933093	0.0094254848
851	1.105777474	0.009422332401
901	1.105652506	0.009419655509
951	1.105557781	0.009417941088
1001	1.105484897	0.009416476805
1051	1.105429948	0.009415251768
1101	1.105389412	0.009414418178
1151	1.105359149	0.009413661654
1201	1.105338032	0.009413023999
1251	1.105323653	0.009412560443
1301	1.105314448	0.009412233612
1351	1.105309431	0.009411987149
1401	1.105307076	0.009411952223
1451	1.105306684	0.009412084858
1501	1.105308104	0.009412361612
1551	1.105309867	0.00941271388
1601	1.105311437	0.009412851977
1651	1.105312279	0.009412786729
1701	1.105313372	0.009412705137
1751	1.10531434	0.009412500593
1801	1.105315147	0.009412057658
1851	1.105316031	0.009411680721
1901	1.105317201	0.009411504987
1951	1.105319871	0.009411532242
2001	1.105323223	0.009411728944
2051	1.105326366	0.009412019937
2101	1.105330525	0.009412509753
2151	1.105334478	0.00941286681
2201	1.105337803	0.009413118603
2251	1.105340375	0.009413113979
2301	1.105342338	0.00941295883
2351	1.105343375	0.009412827433
2401	1.105344503	0.009412623763
2451	1.105345376	0.009412313861
2501	1.105345877	0.009412103322
2551	1.105347371	0.009412089506
2601	1.105349039	0.00941207868
2651	1.10535207	0.009412313975
2701	1.105355072	0.009412573962
2751	1.10535791	0.009413026831
2801	1.105361586	0.009413430532
2851	1.105363655	0.009413551608
2901	1.105364878	0.009413519625
2951	1.10536576	0.009413351888
3001	1.105365985	0.009413105172
3051	1.105365757	0.009412776406
3101	1.105366067	0.009412495332
3151	1.105367006	0.009412354926
3201	1.105367825	0.009412390046
3251	1.105370135	0.009412671777
3301	1.105373026	0.009412921707
3351	1.105375421	0.009413218863
3401	1.105377959	0.009413548699
3451	1.105379871	0.009413809177
3501	1.105380967	0.009413852171
3551	1.105381938	0.009413779851
3601	1.105382714	0.009413642258
3651	1.105381826	0.00941329052
3701	1.10538201	0.00941302792
3751	1.105382297	0.009412676435
3801	1.105382631	0.009412562963
3851	1.10538375	0.009412675012
3901	1.105385454	0.009412976872
3951	1.105388212	0.009413373507
4000	1.105396028	0.009415600917
