# downsampled from the solver's force-coefficient history
# iteration	Cl	Cd
1	4.703786816	1.779051373
51	0.8423717269	0.02414714523
101	0.9452030524	0.02207197446
151	1.028187542	0.01777118265
201	1.074123169	0.01550549928
251	1.086722095	0.01357385897
301	1.092008327	0.0134183689
351	1.09516084	0.01310181131
401	1.09461777	0.01289251119
451	1.09435228	0.01295162725
501	1.094411429	0.01290867841
551	1.09382784	0.01286725741
601	1.09353109	0.01288801955
651	1.093399325	0.01287650869
701	1.093129135	0.01285805645
751	1.092924952	0.0128611433
801	1.092813919	0.01285664017
851	1.092665541	0.01284662148
901	1.092533445	0.0128457488
951	1.092448633	0.01284335668
1001	1.092351813	0.01283782005
1051	1.092260741	0.0128362992
1101	1.092196599	0.01283501083
1151	1.092134994	0.01283176445
1201	1.092073241	0.01282983144
1251	1.092025205	0.01282871332
1301	1.091983013	0.01282643125
1351	1.091940386	0.0128244078
1401	1.091904994	0.01282344198
1451	1.091876403	0.012822349
1501	1.091848655	0.01282111576
1551	1.091824651	0.01282064496
1601	1.091804555	0.01282011109
1651	1.091785678	0.01281922134
1701	1.091768167	0.01281855521
1751	1.091752704	0.01281799093
1801	1.091738228	0.01281709733
1851	1.091724273	0.01281616003
1901	1.091712073	0.01281554226
1951	1.091702192	0.01281516732
2001	1.091693164	0.01281480119
2051	1.091685912	0.01281474665
2101	1.091679559	0.01281469481
2151	1.09167307	0.01281440172
2201	1.091667279	0.01281414975
2251	1.091662257	0.01281397895
2301	1.091657026	0.01281363776
2351	1.091651353	0.01281304257
2401	1.091646243	0.012812571
2451	1.091642109	0.01281229316
2501	1.091638963	0.01281218183
2551	1.091636133	0.01281214499
2601	1.091634705	0.01281234812
2651	1.091633069	0.01281240932
2701	1.091630958	0.01281230189
2751	1.09162963	0.01281232511
2801	1.091627816	0.0128122064
2851	1.091625777	0.01281198613
2901	1.091623028	0.01281152946
2951	1.091620597	0.01281117857
3001	1.091618997	0.01281103392
3051	1.091618023	0.01281102792
3101	1.091617261	0.01281126675
3151	1.091617592	0.01281152499
3201	1.091617509	0.01281164807
3251	1.09161687	0.01281161622
3301	1.091616968	0.01281171951
3351	1.091616276	0.01281163655
3401	1.091615273	0.01281145195
3451	1.091613513	0.01281105399
3501	1.091611851	0.01281072851
3551	1.091611325	0.01281066689
3601	1.091611151	0.01281070843
3651	1.091610725	0.01281083359
3701	1.091611366	0.01281108725
3751	1.091612181	0.01281126234
3801	1.091612632	0.01281129796
3851	1.091613084	0.01281138511
3901	1.09161233	0.0128113345
3951	1.091610887	0.01281117697
4001	1.091609232	0.01281081202
4051	1.09160825	0.01281045755
4101	1.091608127	0.01281038059
4151	1.091608627	0.01281045695
4201	1.091608762	0.01281053826
4251	1.091609251	0.01281074825
4301	1.091609094	0.01281095022
4351	1.091608402	0.01281089827
4401	1.091609153	0.01281101766
4451	1.091610611	0.01281121111
4501	1.091610533	0.0128111732
4551	1.091610474	0.01281117311
4601	1.091610321	0.01281116911
4651	1.091609833	0.01281112802
4701	1.09160902	0.01281107679
4751	1.091608425	0.01281103447
4801	1.091608409	0.01281100645
4851	1.09160891	0.01281102312
4901	1.091609427	0.01281107668
4951	1.091609722	0.01281108969
5001	1.091609914	0.01281108744
5051	1.09160975	0.01281106339
5101	1.091609363	0.01281102048
5151	1.091608544	0.01281096053
5201	1.091607895	0.01281092557
5251	1.091607861	0.01281091287
5301	1.091608459	0.0128109356
5351	1.09160915	0.01281103624
5401	1.091609323	0.01281099707
5451	1.091609589	0.01281100272
5501	1.091609582	0.01281098646
5551	1.091609093	0.01281094229
5601	1.091608413	0.01281091672
5651	1.09160803	0.01281088635
5701	1.091607971	0.0128108624
5751	1.091608118	0.01281083796
5801	1.091608606	0.01281089279
5851	1.091608872	0.01281091231
5901	1.091609275	0.0128109509
5951	1.091609499	0.01281094491
6000	1.091605874	0.01282304893
